Key,EN,ZH
GARMOND_04,For dear friends lost...,对于亲爱的朋友迷失...
GILLY_03,Secrets of a living land!,一片居住土地的秘密！
BONE_CREATURE_02,Shells are strong...,炮弹很强...
WHITE_CLOVERSTAG_05,What is remembered...,记得什么...
WHITE_CLOVERSTAG_04,Winding ways meet again...,蜿蜒的方式再次相遇...
SHELL_FOSSIL_MIMIC_01,May time harden me...,可能会使我变硬...
SHELL_FOSSIL_MIMIC_02,May darkness hide me..,愿黑暗隐藏我..
SHELL_FOSSIL_MIMIC_03,May rock sustain me...,愿摇滚维持我...
MEMORY_VERDANIA_01,Teeming...thriving...,滋生...繁荣...
SLAB_FLY_CAGE_01,O sinner! O filth!,恩纳！o污！
ROOF_CRAB_02,Sear their shells...,烤他们的贝壳...
RHINO_04,Scarred shell!,疤痕壳！
ROCK_ROLLER_03,Spark bright... Defy the dark...,火花明亮...反抗黑暗...
VAULTKEEPER_CARDINIUS_04,Through understanding... power...,通过理解...力量...
BONE_WORM_02,"Through bone, through shell...",通过骨头，通过壳...
UNRAVELLED_07,Your Silk... pure!,你的丝绸...纯净！
WIDOW_01,The last... The last...,最后...最后一个...
BROODMOTHER_05,Grow the brood...,种植育心...
GRUBFARMER_04,"Old laws, fresh wounds...",旧法律，新鲜的伤口...
GRUBFARMER_05,"The precious, sweet life...",珍贵，甜蜜的生活...
GRUBFARMER_02,"The strong, provide...",强者，提供...
BONE_WORM_04,Deep scent...,浓烈的气味...
WARD_SURGERY_06,...Reformed... Repaired...,...改革...修理...
BLUE_SCIENTIST_ACT3_02,"In plasmium, truth...",在浆质中，真相...
THREAD_MEMORY_GREYMOOR_DARK_04,...So dark...,...太黑了...
TROBBIO_07,Your saviour... Your hero... Trobbio!,您的救主...您的英雄... Trobbio！
BONETOWN_07,Why so few?...,为什么这么少？
SONG_HANDMAIDEN_03,...Ours by birth...,...我们的出生...
MITE_GREYMOOR_02,"Deeper, darker...",更深，更黑...
RUINED_CHAPEL_05,...Power...,...力量...
DOCTOR_FLY_06,Tear away their pain!,撕开他们的痛苦！
RUINED_CHAPEL_03,...In each life...,...在每个生活中...
ROACHKEEPER_CHEF_04,Carve it! Sear it! Stew it!,雕刻！烧烤！炖！
GRUBFARMER_MIMIC_03,Sweet little thingssss...,甜美的小东西...
ROACHKEEPER_CHEF_02,A holy gift...,神圣的礼物...
ROACHKEEPER_CHEF_01,Is this enough? Is it ever enough?,这够了吗？足够了吗？
GRUBFARMER_MIMIC_04,To feed... To swell....,要喂...膨胀...
SHERMA_CITADEL_03,I know it! I swear it!,我知道这！我发誓！
GREAT_GOURMAND_02,...FOOD... MEAT... MUCH...,...食物...肉...很多...
ROSARY_PILGRIM_03,A little more... &#8216;tis all I need...,更多...＆＃8216;这是我所需要的...
HUNTER_TINY_03,Find it... take it...,找到它...拿...
BLOAT_ROACH_04,Meat inside...,肉里...
THREADED_HUSK_01,...Stretched... thin...,...伸展...薄...
FLEAFESTIVAL_03,"Our ritual, needed more than ever...",我们的仪式比以往任何时候都需要...
SONG_KNIGHT_01,Save this Citadel...,保存这座城堡...
FLEAFESTIVAL_01,"Face the darkness, sing dear friends...",面对黑暗，唱歌亲爱的朋友...
WISP_TOTEM_03,Live and die!,活死！
FLEAFESTIVAL_06,"This world may fall, but we stand till the last...",这个世界可能会倒下，但我们一直站着最后...
FLEAFESTIVAL_05,"Dance and play, as all fleas past...",跳舞和玩耍，就像所有跳蚤过去...
FLEAFESTIVAL_04,"This time of fleas spent warm, together...",这次跳蚤度过温暖，在一起...
BELLTOWN_ACT3_01,Safe?,安全的？
HORNET_STRUNG_UP_01,Bound... together...,绑在一起...
BLUE_SCIENTIST_FINAL_02,...Life for you...,...给你的生活...
HUNTRESS_02,Soar the caverns high...,高高的洞穴高空...
HUNTER_MERCHANT_01,Strength... faded...,力量...褪色...
HUNTRESS_01,"Stalk, and smell, and seek....",茎，闻到并寻找...。
WEAVER_SERVITOR_05,...obey their laws...,...遵守他们的法律...
HUNTRESS_06,That I may know your masks bold...,我可能知道你的口罩大胆...
HUNTRESS_04,All must feed...,所有人都必须进食...
HUNTRESS_05,That I may see your claws sharp...,我可能会看到你的爪子尖锐...
BELLTOWN_ACT3_03,What did we do?,我们做了什么？
CORAL_CREATURE_01,The crust covers...,外壳覆盖...
PILGRIM_FISHER_06,Hidden... under...,隐藏...下...
PILGRIM_FISHER_04,Read the reeds...,阅读芦苇...
PILGRIM_FISHER_05,To feed... them...,喂...他们...
PILGRIM_FISHER_02,The pond&#8217;s bounty...,池塘的赏金...
PILGRIM_FISHER_03,Watch the ripples...,观看涟漪...
PILGRIM_FISHER_01,Hunt to feed...,狩猎喂食...
SETH_01,To the beginning and back...,到头和背...
GOURMAND_SERVANT_03,So majestic! So mighty!,如此雄伟！如此强大！
GREEN_PRINCE_04,Together we ruled...,我们一起统治...
DOCTOR_FLY_05,Yet Yarnaby will save them...,然而Yarnaby会拯救他们...
CROW_01,"Shiny, shiny, all for us!",闪亮，闪亮，对我们来说！
THREAD_MEMORY_DOCK_FLINTSLATE_03,...Pharloom&#8217;s fury...,...伪装＆＃8217; fury ...
DUSTROACH_02,Bite and claw...,咬和爪...
CROW_02,Our nest! Our clan!,我们的巢！我们的氏族！
CROW_05,Our caves! Our land!,我们的洞穴！我们的土地！
CROW_04,Crack their shells...,破解他们的壳...
SHAKRA_ACT3_01,Still I stand...,我仍然站着...
CROW_06,Take their treasures!,拿他们的宝藏！
THREAD_MEMORY_STEPS_START_01,"The gate, so near...",大门，如此靠近...
UNRAVELLED_06,...Our claws... Our shells...,...我们的爪...我们的炮弹...
PILGRIM_DICE_02,"Luck and faith, intertwined...",运气和信仰，交织在一起...
THREAD_MEMORY_ARCHITECT_01,Our hope...,我们的希望...
CRADLE_08,That we may sing...,我们可能会唱歌...
GILLY_01,Father&#8217;s wish...,父亲的愿望...
PINSTRESS_MOUNTAIN_03,"Sisters, faded... all&#8217;s adrift...",姐妹，褪色... ALL＆＃8217; S Adrift ...
WARD_SURGERY_05,...The Silk!.. All for the Silk!,...丝绸！
CRADLE_03,Spun... Served... Sacrificed...,旋转...奉献...牺牲...
CRADLE_02,Holy Silk...,圣丝...
CRADLE_01,By your grace...,靠你的恩典...
VAULT_KEEPER_ACOLYTE_03,Holy words for us to speak!,圣言让我们说话！
BONETOWN_04,Stay together...,在一起...
CRADLE_06,That we may bow...,我们可以鞠躬...
CRADLE_05,Your will... Your bounty...,你的遗嘱...你的赏金...
CRADLE_04,Your gift... divine...,你的礼物...神圣...
FLEATOPIA_05,Rejoice! Remember! Those long gone...,麾！记住！那些早已不见了...
WEAVER_SERVITOR_06,...execute their will...,...执行他们的遗嘱...
THREAD_MEMORY_BLOOM_02,...Health of the heart...,...心脏健康...
SNITCH_CAVE_04,Caves ripe for us snitches...,洞穴对我们来说很成熟...
FLEATOPIA_ACT3_06,We live and die and roam as one!,我们活着死，漫游！
THREAD_MEMORY_PONTIFF_04,Divine Silk...,神圣的丝绸...
THREAD_MEMORY_ARCHITECT_04,Always eternal...,永远永恒...
GRAND_REED_01,Those worthiest may climb...,那些最有价值的可能会攀登...
PILGRIM_MERCHANT_04,Hide away... holy sight...,躲开...神圣的视线...
OLD_PENITENT_03,Drawn down... blessed call...,拉下...有福的电话...
THREAD_MEMORY_ARCHITECT_02,Build... Craft... Pass...,构建...工艺...通行证...
DOCK_ELDER_B_02,"Breathe it deep, dark burning air...",呼吸深色，燃烧的空气...
ZAZA_FINAL_02,Brave to the end...,勇敢到最后...
BONETOWN_ACT3_03,...Dark... Afraid...,...黑暗...害怕...
SWAMP_SHAMAN_05,This power is ours!,这种力量是我们的！
SWAMP_SHAMAN_06,No truce... No bargain...,没有休战...没有讨价还价...
SONG_ADMINISTRATOR_01,Grant us resonance!,给予我们共鸣！
MR_MUSH_02,Stone will break and steel shall rust...,石头会破裂，钢将生锈...
SONG_ADMINISTRATOR_03,Holy masters!,圣大师！
SONG_ADMINISTRATOR_02,Great Conductors!,伟大的导体！
SONG_ADMINISTRATOR_05,Your devotion compels us!,您的奉献精神迫使我们！
SONG_ADMINISTRATOR_04,Your vision guides us...,您的视力指导我们...
DOCK_WORKER_06,By holy light...,通过圣光...
SONG_ADMINISTRATOR_06,Highest of the high!,最高的高！
AUTOMATON_04,...Work...Eternal...,...工作...永恒...
THREAD_MEMORY_SWAMP_UMBRELLA_03,Revered by all...,受到所有人的尊敬...
FLEACARAVAN_04,All fleas must come...,所有跳蚤必须来...
THREAD_MEMORY_SWAMP_UMBRELLA_01,Must we hide?,我们必须隐藏吗？
MITE_MOTHER_GREYMOOR_04,"Darker, quieter... more...",黑暗，更安静...更多...
FLEA_LECH_03,What waits at journey&#8217;s end?,在旅途中等待着什么？
MITE_MOTHER_GREYMOOR_02,Rip and rend...,撕裂和放置...
MITE_MOTHER_GREYMOOR_03,Raise the many...,举起很多...
PLINNEY_02,All blades honed perfect as can be!,所有的刀片都尽可能完美！
ENCLAVE_03,Was it our sin?,是我们的罪吗？
MEMORY_CORALTOWER_WIDE_04,...Might...,...可能...
MEMORY_CORALTOWER_WIDE_05,...By claw... By us...,...爪...由我们...
MEMORY_CORALTOWER_WIDE_06,...Great lord...,...伟大的主...
PLINNEY_01,"Sharper, sharper, can&#8217;t you see...",尖锐，更尖锐，可以看到...
GRUBFARMER_03,"Our nest, our haven...",我们的巢，我们的避风港...
MEMORY_CORALTOWER_WIDE_01,...The river...,...河...
MEMORY_CORALTOWER_WIDE_02,...The tower... tall...,...塔...高个子...
MEMORY_CORALTOWER_WIDE_03,...Beat... flow...,...跳动...流...
BELL_EATER_02,Wake now...,现在唤醒...
THREAD_MEMORY_ANT_TRAPPER_01,...The last...,...最后一个...
CITADEL_MITE_GIANT_04,Double steps... strike quickly!,双步骤...迅速罢工！
HALFWAY_HOUSE_04,Pharloom&#8217;s warmth...,滑织＆＃8217;温暖...
SLAB_PRISONER_03,Punish us... cleanse us...,惩罚我们...清理我们...
PILGRIM_GREATGATE_04,Open! Open!,打开！打开！
MEMORY_SILKHEART_WARD_01,...Connected...,...连接...
SLAB_FLY_03,I&#8217;ll be cleansed...,我会被清洗...
GRINDLE_01,"What you got is mine, my love!",你得到的是我的，我的爱！
ASPID_COLLECTOR_02,Fill the nest...,填充巢...
WRAITH_05,Those who wander... will die...,那些徘徊的人...会死...
SEAMSTRESS_03,Mend the tears and twine the thread...,修补眼泪，缠绕线...
CHAPEL_WANDERER_04,...We fell...,...我们跌倒了...
HUNTER_MOTTLED_CHILD_04,Strength... shall not fade...,力量...不会消失...
TORMENTED_TROBBIO_06,Light&#8217;s final gleam...,Light＆＃8217;最终闪闪发光...
CORAL_JUDGE_04,Glory to the gilded...,荣耀镀金...
HUNTER_MOTTLED_CHILD_02,Our mark is no curse...,我们的标记不是诅咒...
HUNTER_MOTTLED_CHILD_03,We still hear it...,我们仍然听到...
MEMORY_HUNTER_QUEEN_02,For the mother...,为母亲...
MOSSCREEP_04,The world&#8217;s rhythms...,世界的节奏...
CHAPEL_ARCHITECT_01,...As it was built...,...建造...
CHAPEL_ARCHITECT_02,...It shall not end...,...它不会结束...
CHAPEL_ARCHITECT_03,...Our memories... Our record...,...我们的记忆...我们的记录...
CHAPEL_ARCHITECT_04,...Our existence...,...我们的存在...
CHAPEL_ARCHITECT_05,...Remember...,...记住...
CHAPEL_ARCHITECT_06,...Build... grow...,...构建...成长...
MEMORY_HUNTER_QUEEN_04,Stalk proud... Roam far...,Stalk骄傲...漫游很大...
CHAPEL_REAPER_01,...Honour to the reapers...,...向收割者致敬...
HUNTER_QUEEN_06,My voice will not fade!,我的声音不会消失！
THREAD_MEMORY_CRAWL_ASSISTANT_03,Only a little... Only a spark...,只有一点...只有火花...
GARMOND_06,Only our duty... Only our claws...,只有我们的职责...只有我们的爪子...
BONE_CREATURE_04,Warm and dark...,温暖和黑暗...
CORAL_KING_04,Let the weak crumble away!,让脆弱的碎碎！
SHERMA_CITADEL_02,You shall have your reward...,您将获得奖励...
CORAL_KING_06,Defy your limits!,无视您的极限！
ENCLAVE_08,Are we the chosen?,我们被选吗？
STEEL_SENTINEL_04,Forever... ...,永远... ...
CORAL_KING_03,Serve and die!,服务和死亡！
CORAL_KING_02,"By strength, overwhelm!",通过力量，压倒性！
MEMORY_VERDANIA_03,All born free...,全部天生免费...
WISP_TOTEM_04,Burn bright! Burn hot!,燃烧明亮！烧热！
PILGRIM_GENERIC_04,My soul... my shell. For you!,我的灵魂...我的壳。为你！
ROOF_CRAB_04,All is mine... only mine!,一切都是我的...只有我的！
MEMORY_VERDANIA_CAPITAL_02,Our hearts... together...,我们的心...一起...
CRADLE_ACT3_02,...Divine...,...神圣...
DOCK_ELDER_B_01,"Break the stone, seek the ore...",打破石头，寻找矿石...
GRUBFARMER_MIMIC_01,I shall not be?...,我不会吗？...
PINSTRESS_MOUNTAIN_04,One final clash... one final gift...,最后一场冲突...最后一份礼物...
FLEA_TRACKER_LONE_04,Lost fleas...,失去跳蚤...
MOORWING_03,Scratch and slash...,划痕和斜线...
BEASTFLY_06,"Fly far, fly far!",飞得很远，飞得很远！
WEAVER_SERVITOR_BROKEN_01,...keep... IMPULSELOST...,...保持... ImpulSelost ...
BEASTFLY_04,"Distant dark, vivid red...",遥远的黑暗，生动的红色...
BEASTFLY_05,"Hunt the weak, devour the dead!",狩猎弱者，吞噬死者！
BEASTFLY_02,Scars and cracks and stolen lives...,疤痕，裂缝和被盗的生命...
BEASTFLY_03,"Break through, break through...",突破，突破...
BEASTFLY_01,"Ancestor&#8217;s echo, rumbling cry!",祖先的回声，隆隆的哭泣！
SWAMP_MUCKMAN_04,Our land! Their grave!,我们的土地！他们的坟墓！
CORAL_WARRIOR_02,For a lord born strong...,对于一个天生的主...
SETH_04,Fresh shell... clear sight...,新鲜的外壳...清晰的视线...
MEMORY_VERDANIA_OATH_04,Remember...,记住...
CORAL_JUDGE_CHILD_04,Let&#8217;s grow stronger!,让我们变得更强壮！
MEMORY_VERDANIA_OATH_01,Remember...,记住...
TROBBIO_03,See my spark!,看到我的火花！
MEMORY_VERDANIA_OATH_03,Our strength...,我们的力量...
MEMORY_VERDANIA_OATH_02,Our oath...,我们的誓言...
CORAL_CREATURE_03,Our shells made strong...,我们的贝壳变得坚固...
BLUE_SCIENTIST_FINAL_04,...Dear one...,...亲爱的一个...
LADYBUG_05,Count your spots...,数你的景点...
CORAL_JUDGE_CHILD_02,All together! All together!,一起！一起！
MITE_GREYMOOR_06,Hide below them...,隐藏在他们下方...
FLEA_TRACKER_LONE_01,Sniffed... Sensed...,嗅...感觉...
RUINED_CHAPEL_01,...Will...Worshipped...,...会...敬拜...
THREAD_MEMORY_SILK_SIPHON_06,Please...,请...
MEMORY_SILKHEART_LACE_01,...Mine...,...矿...
SLAB_FLY_04,Why was I born in the filth?,我为什么出生在污秽中？
BELL_EATER_03,We must... feed...,我们必须...喂...
HUNTER_TINY_01,For her! For her!,为她！为她！
BLOAT_ROACH_06,Swallow them...,吞下他们...
DUST_TRADER_01,"Grey guts, ragged shell...",灰色，破烂的外壳...
UNRAVELLED_09,Ours... ours...,我们的...我们的...
UNRAVELLED_08,Your shell... strong!,你的外壳...强壮！
ARBORIUM_KEEPER_03,"Saved, preserved, perfect...",保存，保存，完美...
SLAB_FLY_FRESH_03,Eat! Eat!,吃！吃！
THREAD_MEMORY_HUNTER_QUEEN_02,"...Remember, my children...",...记住，我的孩子们...
THREAD_MEMORY_HUNTER_QUEEN_03,...Curse the creature pale...,...诅咒生物苍白...
THREADED_HUSK_05,...The shell... I was...,...壳...我是...
THREAD_MEMORY_HUNTER_QUEEN_01,"...All for you, my hunters strong...",...全都为你，我的猎人坚强...
UNRAVELLED_01,Who... we...,谁...我们...
CHOIR_05,Our voices will be heard!,我们的声音将被听到！
THREAD_MEMORY_HUNTER_QUEEN_04,...Remember the song...,...记住这首歌...
UNRAVELLED_02,Where... when...,哪里...什么时候...
THREAD_MEMORY_GRUBFARMER_NEST_01,Who to be?,是谁？
ARCHITECT_05,...From these memories...Skill...,...从这些记忆中...技巧...
PILGRIM_GENERIC_09,"Shining bright, our Citadel waits...",闪闪发光，我们的城堡在等...
SONG_GOLEM_06,SACRED... LIGHT...,神圣...光...
THREAD_MEMORY_CHEF_TANKS_08,Essence... true essence...,本质...真正的本质...
FLEATOPIA_03,"Swim and sing, ease stiffened shells...",游泳和唱歌，放松浓密的贝壳...
THREAD_MEMORY_CHEF_TANKS_05,Preserved... remembered...,保留...记住...
THREAD_MEMORY_CHEF_TANKS_04,Pharloom&#8217;s soul...,滑织的灵魂...
THREAD_MEMORY_CHEF_TANKS_07,For you all...,为你们所有人...
THREAD_MEMORY_CHEF_TANKS_06,From you all...,来自大家...
THREAD_MEMORY_CHEF_TANKS_01,This holy taste...,这个神圣的味道...
CLOVER_DANCERS_05,Hearts united...,心联合...
THREAD_MEMORY_CHEF_TANKS_03,Pharloom&#8217;s flavour...,滑织的风味...
THREAD_MEMORY_CHEF_TANKS_02,Shells to soak... and define...,贝壳浸泡...并定义...
CURIOUS_PILGRIM_04,Song... thread... resonates...,歌曲...线程...共鸣...
PILGRIM_GREATGATE_01,Have mercy! Have pity!,怜悯！可惜！
COGWORK_DANCERS_04,The gilded threshold!,镀金阈值！
MASK_MAKER_05,What greater gift?,什么更大的礼物？
MR_MUSH_01,Lies and truths must be discussed...,谎言和真理必须讨论...
FIELDS_CREATURE_02,Between bone we sprout...,我们在骨头之间发芽...
BANK_WIDE_04,...Holy measure...,...圣洁的措施...
GREEN_PRINCE_05,Together... perfect...,在一起...完美...
CRYSTAL_CREATURE_01,Mem... remem...,mem ...回忆...
GRAND_REED_03,May my voice never fade...,愿我的声音永远不会消失...
CLOVER_DANCERS_03,An end... together...,结束...一起...
BANK_WIDE_02,...Our wealth...,...我们的财富...
SHERMA_WARD_04,This place... hidden from holy light...,这个地方...隐藏在圣光上...
SONG_KNIGHT_03,Protect the pure...,保护纯净...
UNDERWORKER_LOAM_05,For your light...,为了你的光...
THREAD_MEMORY_SURFACE_02,Sweet promises whispered...,甜蜜的承诺小声说...
MOSSCRAWLER_GIANT_02,Little sisters... hide away...,小姐妹...躲开...
WHITE_CLOVERSTAG_02,"Lonely specks, adrift...",孤独的斑点，漂流...
SONG_HEAVY_SENTRY_01,Bow your heads in reverence!,敬畏你的头！
SONG_HEAVY_SENTRY_04,Know our lords divine!,了解我们的上议院神圣！
LAST_CONDUCTOR_02,Remember their voices...,记住他们的声音...
WEAVER_SERVITOR_BROKEN_02,...peak... ascent...,...峰...上升...
CHAPEL_WANDERER_05,...Once we wandered...,...一旦我们徘徊...
GILLY_FINAL_04,The secret... I&#8217;ll learn it yet...,秘密... i＆＃8217; ll学习它...
CITADEL_BAT_03,"Larger, hide away!",更大，躲起来！
WARD_CREMATORIUM_03,"...From fire, purity...",...来自火，纯度...
WARD_CREMATORIUM_02,...Let none go wasted...,...没有浪费...
TINY_BROODMOTHER_02,"When you&#8217;re hungry, eat and eat!",当您饥饿时，吃饭和吃饭！
DUCT_SUCKER_03,Swallow... swell...,燕子...膨胀...
GREYROOT_CHAMBER_03,Old... accord...,老...雅阁...
SONG_PILGRIM_10,None shall die...,没有人会死...
FORGE_DUO_02,The work endures...,工作持久...
LACE_06,Let fate&#8217;s bindings choke you away!,让命运的绑定扼杀您！
CORAL_CREATURE_04,Our nest made secret...,我们的巢秘密...
SNITCH_CAVE_06,We take it if we want!,如果我们愿意，我们会接受！
FLEATOPIA_01,"Safe together, home at last...",安全在一起，最后回家...
PILGRIMS_REST_02,Pharloom&#8217;s mercy...,伪造＆＃8217;怜悯...
RELIC_DEALER_05,Stained by history...,被历史染色...
MEMORY_CORALTOWER_03,"For life... its beat, its flow...",一生...它的节奏，流动...
PILGRIM_CORPSE_04,Citadel...,堡垒...
COGWORK_DANCERS_01,You and I...I and You...,你和我...我和你...
TORMENTED_TROBBIO_01,Woe...Woe...,祸...祸...
PILGRIM_CORPSE_01,Sacred... path...,神圣...路径...
PILGRIM_CORPSE_02,Holy... reward...,圣...奖励...
PILGRIM_CORPSE_03,Pilgrimage...,朝圣...
UNDERSTORE_08,The sacred toil...,神圣的辛劳...
HALFWAY_HOUSE_02,Nectar from the teat...,乳头的花蜜...
TORMENTED_TROBBIO_04,Alone against the dark...,一个人对黑暗...
ZAZA_LONE_01,Hurry hurry!,快点！
CURIOUS_PILGRIM_03,Whose whispers do I hear?,我听到谁的耳语？
WRAITH_04,Leave this place...,离开这个地方...
SNAIL_SHAMAN_07,Hide and watch...,隐藏并观看...
UNRAVELLED_03,Cannot... see...,看不到...
PILGRIM_GREATGATE_02,O great gate...,o大门...
CHOIR_06,"For our song, the precious Silk!",对于我们的歌，珍贵的丝绸！
SHERMA_WARD_01,All this suffering...,所有这些苦难...
DOCK_WORKER_04,"Tunnel, breach, bore...",隧道，漏洞，无聊...
SONG_GOLEM_01,WE... ARE... ONE...,我们...是...一个...
PINSTRESS_02,Warriors proud in battle&#8217;s midst...,在战斗中骄傲的战士＆＃8217;中间...
COURIER_04,"Not too hasty, now!",现在不太仓促！
FLEACARAVAN_02,"Join our company, moving free!",加入我们的公司，自由搬家！
ROSARY_THIEF_03,"...give me, give me!",...给我，给我！
WARD_PIT_06,...Pit... Deep...,...坑...深...
GOURMAND_SERVANT_02,"Your taste, so refined!",你的口味，如此精致！
ENCLAVE_01,Where is your glory?,你的荣耀在哪里？
WARD_PIT_05,...Where?... Why?,...在哪里？...为什么？
WARD_PIT_02,...No escape...,...没有逃脱...
WARD_PIT_03,...Lost... Lost...,...迷路...迷路...
WARD_PIT_01,...No release...,...没有释放...
SHERMA_CARETAKER_01,Huddle together...,挤在一起...
PHANTOM_05,Shell stiffened...,壳僵硬...
FLEATOPIA_ACT3_05,"Our wish, this one last grand endeavour...",我们的愿望，这是最后一项大努力...
RUNT_02,Why so weak?,为什么这么虚弱？
WIDOW_05,"The gift, of strength and Silk...",力量和丝绸的礼物...
CLOVER_DANCERS_02,What life alone?,只有什么生活？
COURIER_02,"Carefully, careful now!",现在小心，现在小心！
MEMORY_FIRST_SINNER_01,Know our rage...,知道我们的愤怒...
SLAB_PRISONER_01,Chastise us... o shame!,惩罚我们...可耻！
PILGRIM_MERCHANT_03,Gather what you can! Sweet gifts!,收集您可以的！甜蜜的礼物！
SONG_CREEPER_05,Let nothing be wasted...,什么都没有浪费...
SONG_CREEPER_04,Even these dregs...,甚至这些dreg ...
SONG_CREEPER_07,All are holy...,所有人都是圣洁的...
SONG_CREEPER_06,Even these husks...,甚至这些果壳...
SONG_CREEPER_01,Save the Silk...,保存丝绸...
CHAPEL_WANDERER_02,...We walked...,...我们走了...
SONG_CREEPER_03,"Holy, wonder... Preserved through flame...",圣洁，奇迹...通过火焰保存...
SKULL_KING_04,All beasts must bow!,所有的野兽都必须鞠躬！
WEAVER_SPIRE_08,...For those who come after...,...对于那些追随...的人
CORAL_JUDGE_06,Ever vigilant!,曾经保持警惕！
THREAD_MEMORY_GREYMOOR_DARK_01,...Where now?,...现在在哪里？
MEMORY_VERDANIA_CAPITAL_01,Our joy... together...,我们的喜悦...一起...
WEAVER_SPIRE_03,...Bound...,...边界...
MOSSCREEP_06,And why not here?!,为什么不在这里呢？
BELL_CREATURE_01,"Rings from high, hide away...",从高高戒指，躲开...
WEAVER_SPIRE_07,"...Wait, and die...",...等待，死了...
STICK_INSECT_04,"Sister, sister, your dismay!",姐姐，姐姐，你沮丧！
WEAVER_SPIRE_05,...Through ages...,...长时间...
WEAVER_SPIRE_04,...Our Silk... Our memory...,...我们的丝绸...我们的记忆...
STICK_INSECT_01,"Hidey, hidey, here I lay!",捉迷藏，我躺在这里！
STICK_INSECT_03,"Brother, brother, time to play!",兄弟，兄弟，时间玩！
STICK_INSECT_02,"Monster, monster, run away!",怪物，怪物，逃跑！
PHANTOM_01,"Show me strength, spider...",告诉我力量，蜘蛛...
FLEACARAVAN_01,Hear our voices! Hear our plea!,听到我们的声音！听到我们的请求！
THREAD_MEMORY_UNDERSTORE_ORGAN_TOP_04,...Remember... peace...,...记住...和平...
THREAD_MEMORY_UNDERSTORE_ORGAN_TOP_03,...Remember... silence...,...记住...沉默...
THREAD_MEMORY_UNDERSTORE_ORGAN_TOP_02,...No more...,...不再...
THREAD_MEMORY_UNDERSTORE_ORGAN_TOP_01,...This ceaseless sound...,...这种不断的声音...
BONE_HOPPER_02,Hard bone beneath...,坚硬的骨头...
DOCK_WORKER_03,"Toil, and toil, and toil...",辛劳，辛劳...
CRYSTAL_CREATURE_04,Mem...,mem ...
WEAVER_SPIRE_02,...Forgotten...,...忘记...
GOURMAND_SERVANT_01,O glorious master!,哦，辉煌的主人！
ROOF_CRAB_YOUNG_04,Now we grow... we grow...,现在我们成长...我们成长...
WIDOW_02,Eternity... Alone...,永恒...一个人...
SLAB_FLY_05,You! The filth! It&#8217;s you!,你！肮脏！它是你！
DOCTOR_FLY_03,Pry apart the jaws of fate!,撬开命运的下巴！
BELL_EATER_05,Great noise... louder...,巨大的声音...大声...
GARMOND_FIGHTER_02,Meet your enemy&#8217;s gaze!,认识您的敌人的目光！
DUST_TRADER_03,Nothing left but dust to sell...,除了尘埃卖什么都没有...
MEMORY_VERDANIA_07,Paths lost in shade...,在阴影中丢失的道路...
SHERMA_CARETAKER_02,Let&#8217;s keep our spirits strong...,让我们保持灵活的精神...
WIDOW_04,Hear her voice!,听到她的声音！
SHERMA_CARETAKER_04,We still have our voices!,我们仍然有声音！
HORNET_STRUNG_UP_04,Your Shell... our Shell...,你的外壳...我们的外壳...
SHERMA_CARETAKER_06,Our bond is unbroken...,我们的纽带不间断...
HORNET_STRUNG_UP_02,Awoken... together...,醒来...在一起...
HORNET_STRUNG_UP_03,Your Silk... our Silk...,你的丝绸...我们的丝绸...
PINSTRESS_04,Lethal talents beyond compare...,超出比较的致命才能...
ROCK_ROLLER_01,Crack them... Crunch them...,破解他们... ... Crunch他们...
CRADLE_ACT3_06,...Served...,...服务...
PILGRIM_DICE_04,Let holy chance decide!,让圣洁的机会决定！
SPINE_FLOATER_03,Spines to spear...,长矛...
THREAD_MEMORY_CORAL_TOWER_06,Alone... against the pale light...,一个人...靠着苍白的光...
THREAD_MEMORY_AQUEDUCT_01,...Trapped...,...被困...
DOCK_ELDER_A_04,Rest together! Rise together!,一起休息！一起起来！
SWAMP_MUCKMAN_06,Dark... twisting... betrayal&#8217;s heart...,黑暗...扭曲...背叛＆＃8217;的心...
FLEA_LECH_02,"Sweet, brave Kratt...",甜美，勇敢的克拉特...
PILGRIM_WEARY_03,Sing...,唱歌...
HUNTER_QUEEN_04,My children!,我的孩子们！
WEAVER_SERVITOR_04,...remember their song...,...记住他们的歌...
THREAD_MEMORY_ANT_TRAPPER_03,...Pale...prey....,...苍白...猎物...
UNDER_HANGING_GOLEM_01,...WE...ALL...TOGETHER...,...我们...都...在一起...
PLINNEY_03,We&#8217;ll work and serve until we fall...,我们将工作并服务，直到我们跌倒...
UNDERSTORE_01,"For the light, unseen...",对于光，看不见...
THREAD_MEMORY_RESTAURANT_02,To serve...,服务...
THREAD_MEMORY_RESTAURANT_03,To feed...,喂...
UNDERSTORE_04,We... were chosen...,我们...被选...
THREAD_MEMORY_RESTAURANT_01,For hunger... unending...,饥饿...无休止...
UNDERSTORE_06,"Shells bend, shells break...",贝壳弯曲，贝壳破裂...
UNDERSTORE_07,"Through duty, purity...",通过义务，纯洁...
THREAD_MEMORY_RESTAURANT_04,All must toil... all must eat...,所有人都必须辛苦...所有人都必须吃...
VAULTS_STATUE_02,Siblings... serving...,兄弟姐妹...服务...
PILGRIM_MERCHANT_02,Darker now than ever before...,现在比以往任何时候都黑...
DOCK_ELDER_A_03,Sing together! Work together!,一起唱歌！一起工作！
